year_month_day_hour,HUMI,PRES,TEMP,Iws
2013-1-13 22:00,74,1009.6,13,17.2
2013-1-13 23:00,72,1010,12.5,6.7
2013-1-14 00:00,73,1010.5,11.7,8.8
2013-1-14 01:00,78,1010.8,10.4,13.5
2013-1-14 02:00,82,1011.4,9.9,18.5
2013-1-14 03:00,81,1011.3,9.5,22.2
2013-1-14 04:00,83,1011.1,8.6,26.1
2013-1-14 05:00,82,1011.2,8.4,31
2013-1-14 06:00,83,1011.4,8,4.1
2013-1-14 07:00,83,1012.1,7.6,5.8
2013-1-14 08:00,83,1013.2,7.7,6.6
2013-1-14 09:00,72,1013.7,10.6,10.3
2013-1-14 10:00,62,1014.2,12,14.4
2013-1-14 11:00,52,1014.3,14.2,2.8
2013-1-14 12:00,47,1013.4,15.8,5.5
2013-1-14 13:00,42,1012,16.9,9
2013-1-14 14:00,41,1010.7,18.1,11.5
2013-1-14 15:00,39,1010.5,18.8,13.6
2013-1-14 16:00,36,1010.3,19.3,14.5
2013-1-14 17:00,38,1010.6,18.7,1.1
2013-1-14 18:00,56,1010.9,15.7,1.4
2013-1-14 19:00,78,1011.2,12,3.3
2013-1-14 20:00,86,1011.5,10.2,5.5
2013-1-14 21:00,90,1011.6,9.4,2.3
2013-1-14 22:00,91,1012.1,8.8,4.6
2013-1-14 23:00,91,1012.5,8.3,2.2
2013-1-15 00:00,93,1013,7.8,2.6
2013-1-15 01:00,94,1013.5,7.6,1.6
2013-1-15 02:00,94,1013.8,7.5,1.6
2013-1-15 03:00,95,1013.7,7.3,1.7
2013-1-15 04:00,96,1014,7.2,3.5
2013-1-15 05:00,96,1014,7,5.4
2013-1-15 06:00,97,1013.8,6.6,7.5
2013-1-15 07:00,97,1014,6.5,9.2
2013-1-15 08:00,98,1014.6,7,1.5
2013-1-15 09:00,96,1015.8,10.1,2.2
2013-1-15 10:00,79,1016,14.2,3.8
2013-1-15 11:00,71,1015,15.6,6
2013-1-15 12:00,62,1013.9,16.7,1.3
2013-1-15 13:00,56,1013,17.9,2.2
2013-1-15 14:00,53,1012.1,17.9,1.4
2013-1-15 15:00,53,1011.8,18.1,3
2013-1-15 16:00,53,1011.9,18.6,1.9
2013-1-15 17:00,55,1012.1,18.1,3
2013-1-15 18:00,71,1012.6,15.4,1.6
2013-1-15 19:00,84,1012.9,13,1.1
2013-1-15 20:00,91,1013.2,11.4,2.4
2013-1-15 21:00,94,1013.5,10.6,4.9
2013-1-15 22:00,95,1013.7,10,6.8
2013-1-15 23:00,95,1013.7,10.4,8.5
2013-1-16 00:00,93,1014.1,10.3,1.5
2013-1-16 01:00,95,1014.6,10.2,2.3
2013-1-16 02:00,95,1014.6,10.5,1.8
2013-1-16 03:00,94,1014.1,11,2.7
2013-1-16 04:00,95,1013.8,10.2,1.9
2013-1-16 05:00,96,1014,9.7,3.3
2013-1-16 06:00,97,1014.2,9.3,5.1
2013-1-16 07:00,97,1014.6,9.5,1.5
2013-1-16 08:00,97,1015.2,10.3,2.5
2013-1-16 09:00,91,1015.6,13.4,1
2013-1-16 10:00,67,1015.5,17.2,1.7
2013-1-16 11:00,57,1014.6,19.1,2.6
2013-1-16 12:00,52,1013.1,20.3,2.4
2013-1-16 13:00,49,1011.8,21.2,4.8
2013-1-16 14:00,46,1010.9,22,6
2013-1-16 15:00,43,1010.3,22.6,8
2013-1-16 16:00,44,1010.3,22.7,1.3
2013-1-16 17:00,49,1010.8,21.9,1
2013-1-16 18:00,62,1011.4,19.9,0.6
2013-1-16 19:00,80,1012.1,16.3,1.9
2013-1-16 20:00,89,1012.6,14.5,3.8
2013-1-16 21:00,92,1012.8,13.6,1.6
2013-1-16 22:00,94,1013.2,12.9,2.1
2013-1-16 23:00,94,1013.8,12.5,2.6
2013-1-17 00:00,93,1013.9,12.5,4.2
2013-1-17 01:00,94,1014.6,12.2,6
2013-1-17 02:00,94,1014.6,12,1.5
2013-1-17 03:00,95,1014.9,11.8,3.4
2013-1-17 04:00,90,1015.1,12.3,1.5
2013-1-17 05:00,93,1015,11.8,3.4
2013-1-17 06:00,92,1015.5,11.8,5.4
2013-1-17 07:00,93,1015.8,11.5,9.2
2013-1-17 08:00,83,1016.9,13.2,3.5
2013-1-17 09:00,74,1017.8,14.5,8
2013-1-17 10:00,67,1018.5,16.4,10.4
2013-1-17 11:00,58,1018.4,17.9,15
2013-1-17 12:00,57,1017.2,18,6.7
2013-1-17 13:00,55,1016.5,17.9,13.7
2013-1-17 14:00,52,1016,17.9,8.3
2013-1-17 15:00,53,1016.2,16.7,5.9
2013-1-17 16:00,53,1016.6,15.8,5
2013-1-17 17:00,52,1017.7,15.1,8.7
2013-1-17 18:00,50,1018.3,14.5,14.4
2013-1-17 19:00,53,1018.9,14,17.1
2013-1-17 20:00,55,1019.4,13.6,18.9
2013-1-17 21:00,57,1019.9,13.3,22
2013-1-17 22:00,61,1019.9,12.7,24.1
2013-1-17 23:00,66,1020,12.2,26.4
2013-1-18 00:00,60,1020,12.4,29
2013-1-18 01:00,55,1020.3,12.6,33.2
2013-1-18 02:00,55,1020.2,12.2,5.8
2013-1-18 03:00,56,1020,11.8,3.7
2013-1-18 04:00,58,1019.9,11.2,8
2013-1-18 05:00,62,1020.3,10.7,3.7
2013-1-18 06:00,64,1020.5,10.3,7.1
2013-1-18 07:00,61,1021,10.2,9
2013-1-18 08:00,60,1021.8,10.4,11.5
2013-1-18 09:00,58,1022.3,11.7,3.1
2013-1-18 10:00,60,1022.6,12,3.6
2013-1-18 11:00,59,1022,12.6,2.6
2013-1-18 12:00,56,1020.8,13.3,5.6
2013-1-18 13:00,55,1019.1,14.5,9.6
2013-1-18 14:00,53,1017.6,15.5,2.7
2013-1-18 15:00,51,1016.4,15.8,4.4
2013-1-18 16:00,52,1016.2,15.8,2
2013-1-18 17:00,54,1016.6,15.3,3.9
2013-1-18 18:00,64,1016.8,13.9,1.5
2013-1-18 19:00,82,1017.3,11.7,2.7
2013-1-18 20:00,88,1017.9,10.3,1.4
2013-1-18 21:00,90,1018.1,9.5,3
2013-1-18 22:00,91,1018.2,9.1,1.4
2013-1-18 23:00,92,1018.2,8.6,2.6
2013-1-19 00:00,95,1017.8,8.2,1.5
2013-1-19 01:00,96,1017.7,7.8,4.1
2013-1-19 02:00,94,1017.8,8.4,1.2
2013-1-19 03:00,94,1017.4,8.9,1.8
2013-1-19 04:00,92,1017,9.2,2.8
2013-1-19 05:00,91,1016.9,9.5,1
2013-1-19 06:00,94,1017.2,8.6,2.4
2013-1-19 07:00,95,1017.3,7.8,3.8
2013-1-19 08:00,96,1017.5,7.7,5
2013-1-19 09:00,81,1018.1,10.1,2.1
2013-1-19 10:00,61,1018.3,13,4.2
2013-1-19 11:00,56,1017,15.2,1.4
2013-1-19 12:00,50,1015.8,16.8,1.5
2013-1-19 13:00,47,1013.9,17.6,1.8
2013-1-19 14:00,41,1012.4,18.5,3.3
2013-1-19 15:00,38,1011.4,18.7,7.1
2013-1-19 16:00,38,1011.2,18.3,3.6
2013-1-19 17:00,42,1011.8,17.6,6.9
2013-1-19 18:00,52,1012,16.1,0.5
2013-1-19 19:00,72,1012.8,13.4,1
2013-1-19 20:00,79,1013.6,11.9,0.5
2013-1-19 21:00,87,1014.1,10.9,1.6
2013-1-19 22:00,90,1014.3,10.1,3.2
2013-1-19 23:00,90,1014.4,10.8,1.4
2013-1-20 00:00,84,1013.8,12.2,2.3
2013-1-20 01:00,82,1013.6,12.8,1.1
2013-1-20 02:00,85,1013.6,12.8,2.4
2013-1-20 03:00,84,1012.9,13,3.6
2013-1-20 04:00,84,1012.4,13.1,1.1
2013-1-20 05:00,84,1012.9,13.3,1.1
2013-1-20 06:00,84,1013.1,13.5,2.2
2013-1-20 07:00,85,1013.7,13.7,3.5
2013-1-20 08:00,84,1014.2,14,4.7
2013-1-20 09:00,75,1014.4,14.9,0.7
2013-1-20 10:00,71,1014.7,16.4,2
2013-1-20 11:00,70,1014.5,17.2,3.1
2013-1-20 12:00,66,1013.7,18.2,4.6
2013-1-20 13:00,67,1012.5,18.6,5.7
2013-1-20 14:00,66,1011.4,19.2,1.8
2013-1-20 15:00,65,1010.6,19.6,1
2013-1-20 16:00,64,1010.7,20.2,0
2013-1-20 17:00,66,1010.7,19.8,1.3
2013-1-20 18:00,69,1011.2,19.1,2.5
2013-1-20 19:00,80,1011.6,18.1,3.6
2013-1-20 20:00,86,1012.2,17.1,1.3
2013-1-20 21:00,88,1012.6,16.7,2.7
2013-1-20 22:00,89,1012.6,16.6,3.9
2013-1-20 23:00,90,1012.6,16.4,5.1
2013-1-21 00:00,90,1012.1,16.4,1
2013-1-21 01:00,91,1012,16.3,1.6
2013-1-21 02:00,91,1011.8,16.3,2.9
2013-1-21 03:00,94,1011.2,16.1,4.7
2013-1-21 04:00,94,1010.9,16,6.1
2013-1-21 05:00,93,1010.9,16.1,7.3
2013-1-21 06:00,92,1011.4,16.2,9.3
2013-1-21 07:00,90,1012,16.5,10.6
2013-1-21 08:00,89,1012.7,16.8,12.4
2013-1-21 09:00,85,1013.5,17.5,14.1
2013-1-21 10:00,82,1014.2,18.5,16.4
2013-1-21 11:00,78,1014.1,20,19.2
2013-1-21 12:00,75,1013.3,20.5,22.4
2013-1-21 13:00,74,1012.3,21.1,24.3
2013-1-21 14:00,72,1011.3,22.2,26.4
2013-1-21 15:00,68,1010.5,22.8,27.6
2013-1-21 16:00,66,1010,23.7,1.5
2013-1-21 17:00,67,1010,23,1.8
2013-1-21 18:00,79,1010.4,20.9,2.3
2013-1-21 19:00,88,1010.5,18.8,4.2
2013-1-21 20:00,93,1011,17.5,5.9
2013-1-21 21:00,95,1011.4,16.7,7.8
2013-1-21 22:00,96,1011.7,16.2,9.6
2013-1-21 23:00,96,1011.6,15.7,11.4
2013-1-22 00:00,97,1011.4,15.2,13.3
2013-1-22 01:00,97,1011.5,14.9,15.4
2013-1-22 02:00,97,1011.4,14.6,2.1
2013-1-22 03:00,97,1011.2,14.4,3.8
2013-1-22 04:00,98,1010.8,14.6,2
2013-1-22 05:00,98,1011.2,15.6,4.2
2013-1-22 06:00,98,1011.9,15.8,6.5
2013-1-22 07:00,97,1012.6,16.1,2.3
2013-1-22 08:00,97,1013.2,16.3,2.4
2013-1-22 09:00,95,1014,17.5,2.9
2013-1-22 10:00,85,1014.6,19.7,3.5
2013-1-22 11:00,76,1014.3,21.1,7.1
2013-1-22 12:00,69,1012.9,22.2,5.9
2013-1-22 13:00,67,1011.6,22.5,11.6
2013-1-22 14:00,61,1010.4,23.6,14
2013-1-22 15:00,57,1009.4,24.3,3.1
2013-1-22 16:00,55,1008.7,24.4,6.2
2013-1-22 17:00,56,1008.9,24.2,8.4
2013-1-22 18:00,66,1009.1,21.8,10.9
2013-1-22 19:00,80,1010,19.3,13.9
2013-1-22 20:00,82,1010.8,18,3.3
2013-1-22 21:00,80,1011.3,17.8,4
2013-1-22 22:00,83,1011.4,17.3,8.1
2013-1-22 23:00,82,1011.6,17.2,12.3
2013-1-23 00:00,83,1011.8,16.8,16
2013-1-23 01:00,79,1011.8,16.8,5.7
2013-1-23 02:00,79,1011.7,16.3,4.9
2013-1-23 03:00,79,1011.8,15.9,11.7
2013-1-23 04:00,78,1011.7,15.6,6.1
2013-1-23 05:00,79,1011.8,15.4,10
2013-1-23 06:00,79,1012.3,15.2,3.6
2013-1-23 07:00,80,1013,15.1,5.7
2013-1-23 08:00,80,1013.8,14.9,8.7
2013-1-23 09:00,77,1014.3,15.1,4.7
2013-1-23 10:00,71,1014.4,16.2,8.4
2013-1-23 11:00,69,1014.2,17.5,4.2
2013-1-23 12:00,65,1013.1,18.6,8
2013-1-23 13:00,63,1011.7,19,2
2013-1-23 14:00,58,1010.2,20.2,1.1
2013-1-23 15:00,54,1009.1,21.3,1.6
2013-1-23 16:00,57,1008.8,20.8,4.1
2013-1-23 17:00,61,1008.8,20.1,6.4
2013-1-23 18:00,66,1008.9,19,7.7
2013-1-23 19:00,68,1009,17.7,10.9
2013-1-23 20:00,70,1009.6,16.8,2
2013-1-23 21:00,73,1010,16.7,3.4
2013-1-23 22:00,77,1010.4,16.5,5.5
2013-1-23 23:00,76,1010.6,16.6,1.2
2013-1-24 00:00,76,1010.2,16.5,1.4
2013-1-24 01:00,79,1010.5,16.1,3.4
2013-1-24 02:00,83,1010.5,15.6,4.4
2013-1-24 03:00,90,1010.4,14.1,5.3
2013-1-24 04:00,92,1010.4,13.9,7.1
2013-1-24 05:00,93,1010.3,13.4,2
2013-1-24 06:00,92,1010.8,13.2,1.2
2013-1-24 07:00,95,1011.3,12.6,1.5
2013-1-24 08:00,96,1011.8,12.8,3.2
2013-1-24 09:00,92,1012.4,14.4,4.2
2013-1-24 10:00,82,1012.2,17.4,1.2
2013-1-24 11:00,76,1012.4,19,1.9
2013-1-24 12:00,71,1011.8,20,1.1
2013-1-24 13:00,67,1010.4,21.1,1.6
2013-1-24 14:00,61,1009.2,21.7,1.5
2013-1-24 15:00,60,1008.7,21.9,1.3
2013-1-24 16:00,65,1008.5,21.7,3
2013-1-24 17:00,67,1008.7,21,5.2
2013-1-24 18:00,74,1008.9,20,2.2
2013-1-24 19:00,75,1009.5,18.5,2.2
2013-1-24 20:00,77,1010.3,17.3,4.5
2013-1-24 21:00,76,1010.5,16.8,4.8
2013-1-24 22:00,75,1011.1,16.5,9.1
2013-1-24 23:00,73,1011.4,16.1,14.2
2013-1-25 00:00,74,1011.4,15.8,20
2013-1-25 01:00,75,1011.6,15.1,26.8
2013-1-25 02:00,76,1011.7,14.4,33.3
2013-1-25 03:00,77,1011.6,13.8,38.5
2013-1-25 04:00,76,1011.5,13.4,6.1
2013-1-25 05:00,79,1011.8,12.7,4
2013-1-25 06:00,76,1012.6,12.6,8.9
2013-1-25 07:00,74,1013.2,12.5,5.4
2013-1-25 08:00,73,1013.2,12.9,8.1
2013-1-25 09:00,70,1014,14,12.1
2013-1-25 10:00,65,1014.4,15.7,14.4
2013-1-25 11:00,60,1013.8,16.6,17.8
2013-1-25 12:00,56,1012.7,18.1,22
2013-1-25 13:00,53,1011.4,19.2,25.2
2013-1-25 14:00,51,1010,19.8,26.9
2013-1-25 15:00,48,1009.1,20.6,1.4
2013-1-25 16:00,46,1009.1,20.6,3.3
2013-1-25 17:00,51,1009.3,19.9,1
2013-1-25 18:00,55,1009.8,19,2.3
2013-1-25 19:00,62,1009.9,18,3.3
2013-1-25 20:00,60,1010.3,17.3,5.1
2013-1-25 21:00,62,1010.8,16.8,7.2
2013-1-25 22:00,66,1011.1,16.4,8.4
2013-1-25 23:00,73,1011.3,16,0.9
2013-1-26 00:00,75,1010.9,15.7,0.7
2013-1-26 01:00,78,1010.7,15.4,1.8
2013-1-26 02:00,80,1010,15.2,0.5
2013-1-26 03:00,81,1009.9,15.1,1.1
2013-1-26 04:00,81,1010.2,15.2,1.7
2013-1-26 05:00,83,1010.1,15.4,0.9
2013-1-26 06:00,86,1010.1,15.3,1.9
2013-1-26 07:00,85,1010.4,15.3,3.6
2013-1-26 08:00,82,1011.4,15.4,1.3
2013-1-26 09:00,83,1011.6,15.5,1.1
2013-1-26 10:00,84,1012,16.3,2.7
2013-1-26 11:00,82,1011.7,17.1,0.8
2013-1-26 12:00,77,1011,17.9,1.9
2013-1-26 13:00,81,1010.1,17.2,5.8
2013-1-26 14:00,87,1009.8,15.1,5.8
2013-1-26 15:00,95,1009.6,13.6,10.1
2013-1-26 16:00,95,1010,13.4,4.2
2013-1-26 17:00,95,1010.3,13.6,7.3
2013-1-26 18:00,94,1010.9,13.8,1
2013-1-26 19:00,95,1011.8,13.7,2.9
2013-1-26 20:00,95,1012.2,13.2,3.4
2013-1-26 21:00,95,1012.5,13,6.8
2013-1-26 22:00,95,1013.3,13,3.2
2013-1-26 23:00,95,1013.7,12.9,5.9
2013-1-27 00:00,93,1013.9,12.9,1.1
2013-1-27 01:00,93,1014.1,12.8,3.2
2013-1-27 02:00,92,1014,12.7,2.7
2013-1-27 03:00,91,1013.8,12.8,2.7
2013-1-27 04:00,89,1013.3,12.7,5.6
2013-1-27 05:00,87,1013.7,12.6,5.1
2013-1-27 06:00,84,1014,12.6,7.5
2013-1-27 07:00,83,1014.9,12.6,9.5
2013-1-27 08:00,79,1015.4,12.7,2.2
2013-1-27 09:00,72,1016.3,13.5,6.3
2013-1-27 10:00,62,1016.4,15.3,6.7
2013-1-27 11:00,56,1016.3,16.8,3.8
2013-1-27 12:00,53,1015.4,18,5.6
2013-1-27 13:00,49,1014.4,18.7,9.6
2013-1-27 14:00,46,1013.3,19.7,14.7
2013-1-27 15:00,38,1012.7,19.9,2.5
2013-1-27 16:00,35,1012.4,20.2,5.7
2013-1-27 17:00,35,1013.1,19.4,9.4
2013-1-27 18:00,51,1013.4,17.1,11.3
2013-1-27 19:00,68,1013.9,13.6,13
2013-1-27 20:00,80,1014.5,12.2,15.3
2013-1-27 21:00,81,1015,11.5,16.9
2013-1-27 22:00,80,1014.9,11.2,18.3
2013-1-27 23:00,81,1015.1,10.8,20.3
2013-1-28 00:00,78,1015.1,10.4,22.9
2013-1-28 01:00,79,1014.9,10,24.6
2013-1-28 02:00,84,1015,9.3,26.3
2013-1-28 03:00,89,1014.9,8.7,27.9
2013-1-28 04:00,88,1014.9,8.3,29.9
2013-1-28 05:00,93,1015,7.8,2.7
2013-1-28 06:00,94,1015.3,7.5,1.7
2013-1-28 07:00,94,1015.6,7.4,3.8
2013-1-28 08:00,92,1016.1,8.6,1.9
2013-1-28 09:00,80,1016.4,11.5,3.3
2013-1-28 10:00,57,1016.6,15.6,4.7
2013-1-28 11:00,43,1015.8,17.3,1.8
2013-1-28 12:00,42,1014.9,18.6,2.2
2013-1-28 13:00,40,1013.6,19.2,1.8
2013-1-28 14:00,37,1012.5,20.1,3.3
2013-1-28 15:00,36,1011.5,20.2,2.1
2013-1-28 16:00,39,1011.4,20.2,4.1
2013-1-28 17:00,43,1011.7,19.3,6.6
2013-1-28 18:00,51,1011.9,17.6,7.3
2013-1-28 19:00,72,1012.2,15.1,1.4
2013-1-28 20:00,81,1012.8,13.9,2.9
2013-1-28 21:00,83,1013.6,13.6,1.7
2013-1-28 22:00,83,1013.8,13.7,1.3
2013-1-28 23:00,88,1014,13.4,2.3
2013-1-29 00:00,89,1014.2,13.3,1.2
2013-1-29 01:00,90,1014.1,13.3,1.3
2013-1-29 02:00,90,1014.1,13.5,0.5
2013-1-29 03:00,94,1014,13,1.3
2013-1-29 04:00,95,1013.8,13,0.8
2013-1-29 05:00,94,1013.6,13.1,3.3
2013-1-29 06:00,93,1014,13.2,1.3
2013-1-29 07:00,92,1014.4,13.3,2
2013-1-29 08:00,91,1015.1,13.5,3.4
2013-1-29 09:00,85,1015.4,14.5,0.7
2013-1-29 10:00,73,1015.7,16.7,2
2013-1-29 11:00,58,1015.6,19,4
2013-1-29 12:00,52,1014.8,20.9,1.1
2013-1-29 13:00,56,1013.8,20.7,3
2013-1-29 14:00,52,1012.5,22.1,1.5
2013-1-29 15:00,52,1011.9,22.7,1
2013-1-29 16:00,49,1011.6,22.9,1.3
2013-1-29 17:00,55,1011.7,21.9,2
2013-1-29 18:00,64,1011.8,20.6,3.4
2013-1-29 19:00,81,1012.2,17.6,1.5
2013-1-29 20:00,91,1012.7,15.7,1.9
2013-1-29 21:00,94,1013.4,14.8,3.5
2013-1-29 22:00,95,1013.9,14.3,0.5
2013-1-29 23:00,94,1014.2,14.1,1
2013-1-30 00:00,95,1014.1,13.5,1.6
2013-1-30 01:00,96,1014.1,13.1,2.9
2013-1-30 02:00,95,1014.2,12.5,4.2
2013-1-30 03:00,96,1014.1,12.3,1.7
2013-1-30 04:00,97,1013.8,12.2,1.6
2013-1-30 05:00,97,1014,12.4,1.7
2013-1-30 06:00,97,1014.2,12.8,1.8
2013-1-30 07:00,97,1014.9,12.9,3.3
2013-1-30 08:00,97,1015.7,13.3,4.6
2013-1-30 09:00,96,1016.2,14.5,1.2
2013-1-30 10:00,86,1016.4,17.4,1.1
2013-1-30 11:00,67,1015.9,20.3,2.8
2013-1-30 12:00,61,1015.5,21.3,4.6
2013-1-30 13:00,59,1014.4,21.7,4.3
2013-1-30 14:00,56,1013.5,22,6.1
2013-1-30 15:00,56,1012.5,22.5,8.6
2013-1-30 16:00,53,1012.4,22.8,1.7
2013-1-30 17:00,55,1012.5,22.4,2.9
2013-1-30 18:00,61,1012.9,21,4.3
2013-1-30 19:00,80,1013.4,18.3,0.9
2013-1-30 20:00,87,1013.3,16.6,2.1
2013-1-30 21:00,92,1014,15.6,1.3
2013-1-30 22:00,93,1014.1,15,0.7
2013-1-30 23:00,93,1014,14.3,0.4
2013-1-31 00:00,94,1014.1,13.6,1
2013-1-31 01:00,94,1014.1,12.9,1.3
2013-1-31 02:00,96,1014,12.7,1.4
2013-1-31 03:00,96,1013.7,12.5,2.7
2013-1-31 04:00,95,1013.4,12.9,0.9
2013-1-31 05:00,93,1013,12.9,1
2013-1-31 06:00,94,1013.5,12.8,1.5
2013-1-31 07:00,94,1013.8,12.6,2.9
2013-1-31 08:00,94,1014.2,13,4.5
2013-1-31 09:00,85,1015.1,15.1,5.1
2013-1-31 10:00,71,1015.3,17.4,5.9
2013-1-31 11:00,61,1015.1,19.3,7.1
2013-1-31 12:00,57,1013.9,20.4,2.6
2013-1-31 13:00,56,1013.1,21.8,2.2
2013-1-31 14:00,59,1012.4,21.7,4.7
2013-1-31 15:00,57,1012.2,21.8,8.3
2013-1-31 16:00,57,1012.1,22.2,9.9
2013-1-31 17:00,59,1012.4,21.9,1.7
2013-1-31 18:00,67,1012.6,19.6,4.2
2013-1-31 19:00,72,1012.9,18.7,6
2013-1-31 20:00,83,1013,17.6,7.3
2013-1-31 21:00,87,1012.7,16.8,0.9
2013-1-31 22:00,87,1012.1,16.4,1
2013-1-31 23:00,79,1011.8,17.8,2.7
2013-2-1 00:00,82,1011.6,17.5,1.5
2013-2-1 01:00,92,1012.2,15.6,1.9
2013-2-1 02:00,93,1012.6,15,3.5
2013-2-1 03:00,96,1012.7,14.3,2.4
2013-2-1 04:00,96,1012.7,13.9,1.4
2013-2-1 05:00,97,1012.8,13.5,2.9
2013-2-1 06:00,97,1013.1,13.5,4.2
2013-2-1 07:00,97,1013.6,13.3,5.6
2013-2-1 08:00,97,1013.9,14,7.2
2013-2-1 09:00,89,1014.3,17.1,0.5
2013-2-1 10:00,66,1014.6,21.3,2
2013-2-1 11:00,58,1014.1,22.8,2.7
2013-2-1 12:00,54,1013.3,23.8,1.4
2013-2-1 13:00,52,1012,24.9,3.2
2013-2-1 14:00,49,1010.7,26,1.5
2013-2-1 15:00,45,1010.3,26.1,1
2013-2-1 16:00,45,1009.9,25.8,1.3
2013-2-1 17:00,48,1010,25.4,1.3
2013-2-1 18:00,61,1010.6,23.3,1.1
2013-2-1 19:00,79,1011.1,20,2.8
2013-2-1 20:00,87,1011.7,18.3,4.8
2013-2-1 21:00,91,1011.9,17.3,6.8
2013-2-1 22:00,93,1011.9,16.7,2.2
2013-2-1 23:00,94,1012,16.2,4.5
2013-2-2 00:00,94,1012,15.6,1.9
2013-2-2 01:00,95,1011.9,15.3,3.8
2013-2-2 02:00,96,1011.6,15,5.9
2013-2-2 03:00,96,1011.4,14.8,8
2013-2-2 04:00,96,1011.6,14.5,1.9
2013-2-2 05:00,96,1011.6,14.3,3.8
2013-2-2 06:00,97,1012,14.3,5.6
2013-2-2 07:00,97,1012.7,14.5,7.1
2013-2-2 08:00,96,1013,15.3,8.7
2013-2-2 09:00,89,1013.2,18.3,9.8
2013-2-2 10:00,68,1013.9,22,0.9
2013-2-2 11:00,60,1013.5,24.3,1.7
2013-2-2 12:00,46,1012.2,26.3,3.1
2013-2-2 13:00,44,1010.8,27.1,5.4
2013-2-2 14:00,42,1009.5,27.6,2.2
2013-2-2 15:00,45,1008.8,27.3,1.1
2013-2-2 16:00,41,1008.7,27.7,2.7
2013-2-2 17:00,44,1009.3,26.9,4.7
2013-2-2 18:00,51,1009.8,25.9,0.9
2013-2-2 19:00,60,1010.5,23.5,3.2
2013-2-2 20:00,62,1011.5,22.4,4.4
2013-2-2 21:00,67,1011.8,21.2,1.7
2013-2-2 22:00,66,1012,20.9,2.9
2013-2-2 23:00,75,1011.8,20.1,3.6
2013-2-3 00:00,74,1011.8,19.7,0.4
2013-2-3 01:00,81,1011.6,18.8,0.7
2013-2-3 02:00,82,1011,18.4,0.6
2013-2-3 03:00,86,1009.8,17.8,0.7
2013-2-3 04:00,87,1010.8,17.8,2
2013-2-3 05:00,88,1010,17.6,0.9
2013-2-3 06:00,90,1010.4,17.6,1.8
2013-2-3 07:00,83,1009.6,18.8,3.9
2013-2-3 08:00,84,1011.3,18.8,0.9
2013-2-3 09:00,84,1011.4,19.2,3.1
2013-2-3 10:00,77,1011.3,20.2,6.2
2013-2-3 11:00,73,1011.1,20.7,7.2
2013-2-3 12:00,68,1010.8,21.5,1.1
2013-2-3 13:00,69,1010.5,21.5,2.2
2013-2-3 14:00,68,1009.8,21.9,3.6
2013-2-3 15:00,68,1009.5,22.3,5.4
2013-2-3 16:00,67,1008.9,22.4,6.5
2013-2-3 17:00,69,1009.2,22.2,7.4
2013-2-3 18:00,72,1009.5,21.9,1
2013-2-3 19:00,81,1009.8,21.1,0.6
2013-2-3 20:00,84,1009.9,20.6,1.5
2013-2-3 21:00,88,1010.6,20.2,0.9
2013-2-3 22:00,89,1010.5,20,2
2013-2-3 23:00,90,1010.6,19.9,0.7
2013-2-4 00:00,88,1010.2,20,1.7
2013-2-4 01:00,90,1010.5,19.8,0.9
2013-2-4 02:00,92,1010.5,19.6,0.8
2013-2-4 03:00,94,1009.7,19.2,1
2013-2-4 04:00,95,1010,19.2,1
2013-2-4 05:00,95,1009.5,19.1,0.7
2013-2-4 06:00,94,1010,19.2,0
2013-2-4 07:00,95,1010.5,19.2,1.1
2013-2-4 08:00,95,1011.1,19.4,2.6
2013-2-4 09:00,93,1011.9,19.8,1.1
2013-2-4 10:00,87,1012.2,20.8,0.2
2013-2-4 11:00,83,1011.7,21.5,1.2
2013-2-4 12:00,84,1011,21.7,1.8
2013-2-4 13:00,82,1010.1,22.1,0.9
2013-2-4 14:00,86,1009.4,22,1
2013-2-4 15:00,80,1008.7,22.8,1.7
2013-2-4 16:00,78,1008.7,23.4,1.2
2013-2-4 17:00,81,1008.9,23,3.4
2013-2-4 18:00,87,1009.4,22,2.1
2013-2-4 19:00,90,1010,21.3,1.6
2013-2-4 20:00,92,1011.5,21,2.5
2013-2-4 21:00,93,1012.2,20.8,3.7
2013-2-4 22:00,94,1011.8,20.5,0.8
2013-2-4 23:00,94,1011.6,20.4,1.9
2013-2-5 00:00,95,1010.5,20.2,1.9
2013-2-5 01:00,95,1009.4,19.9,0.9
2013-2-5 02:00,96,1009.4,20.1,2.3
2013-2-5 03:00,96,1008.8,20,1.1
2013-2-5 04:00,97,1007.6,20.1,3.6
2013-2-5 05:00,96,1008.4,20.6,2.1
2013-2-5 06:00,95,1009.3,20.5,4
2013-2-5 07:00,97,1009.8,20.2,1.4
2013-2-5 08:00,97,1010.8,20.2,2.5
2013-2-5 09:00,98,1011.5,20.7,3.2
2013-2-5 10:00,95,1011.8,21.5,0.5
2013-2-5 11:00,92,1011.2,22.3,1
2013-2-5 12:00,82,1010.5,23.6,1.3
2013-2-5 13:00,87,1009.5,23.1,1
2013-2-5 14:00,82,1008.4,24.2,2.3
2013-2-5 15:00,81,1007.7,24.3,3.7
2013-2-5 16:00,74,1007.2,24.9,2.4
2013-2-5 17:00,70,1006.9,25,5.6
2013-2-5 18:00,73,1007.4,24.2,1.4
2013-2-5 19:00,88,1007.8,21.5,1.3
2013-2-5 20:00,94,1008.5,20.5,1.9
